2016-11-04 19:01:13 [clip_udr_data] [INFO ]  [1/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/alytes_cisternasii.tif
2016-11-04 19:47:58 [clip_udr_data] [DEBUG]  [582/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:47:58 [clip_udr_data] [DEBUG]  [582/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_alcathoe.tif.
2016-11-04 19:47:58 [clip_udr_data] [DEBUG]  [582/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_alcathoe.tif.
2016-11-04 19:47:58 [clip_udr_data] [DEBUG]  [582/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_alcathoe.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_alcathoe.tif.
2016-11-04 19:47:58 [clip_udr_data] [DEBUG]  [582/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:47:58 [clip_udr_data] [INFO ]  [583/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_aurascens.tif
2016-11-04 19:47:58 [clip_udr_data] [DEBUG]  [583/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_aurascens.tif
2016-11-04 19:48:03 [clip_udr_data] [DEBUG]  [583/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:03 [clip_udr_data] [DEBUG]  [583/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_aurascens.tif.
2016-11-04 19:48:03 [clip_udr_data] [DEBUG]  [583/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_aurascens.tif.
2016-11-04 19:48:03 [clip_udr_data] [DEBUG]  [583/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_aurascens.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_aurascens.tif.
2016-11-04 19:48:03 [clip_udr_data] [DEBUG]  [583/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:03 [clip_udr_data] [INFO ]  [584/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_bechsteinii.tif
2016-11-04 19:48:03 [clip_udr_data] [DEBUG]  [584/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_bechsteinii.tif
2016-11-04 19:48:07 [clip_udr_data] [DEBUG]  [584/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:07 [clip_udr_data] [DEBUG]  [584/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_bechsteinii.tif.
2016-11-04 19:48:07 [clip_udr_data] [DEBUG]  [584/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_bechsteinii.tif.
2016-11-04 19:48:07 [clip_udr_data] [DEBUG]  [584/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_bechsteinii.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_bechsteinii.tif.
2016-11-04 19:48:07 [clip_udr_data] [DEBUG]  [584/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:07 [clip_udr_data] [INFO ]  [585/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_blythii.tif
2016-11-04 19:48:07 [clip_udr_data] [DEBUG]  [585/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_blythii.tif
2016-11-04 19:48:13 [clip_udr_data] [DEBUG]  [585/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:13 [clip_udr_data] [DEBUG]  [585/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_blythii.tif.
2016-11-04 19:48:13 [clip_udr_data] [DEBUG]  [585/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_blythii.tif.
2016-11-04 19:48:13 [clip_udr_data] [DEBUG]  [585/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_blythii.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_blythii.tif.
2016-11-04 19:48:13 [clip_udr_data] [DEBUG]  [585/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:13 [clip_udr_data] [INFO ]  [586/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_brandtii.tif
2016-11-04 19:48:13 [clip_udr_data] [DEBUG]  [586/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_brandtii.tif
2016-11-04 19:48:20 [clip_udr_data] [DEBUG]  [586/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:20 [clip_udr_data] [DEBUG]  [586/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_brandtii.tif.
2016-11-04 19:48:20 [clip_udr_data] [DEBUG]  [586/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_brandtii.tif.
2016-11-04 19:48:20 [clip_udr_data] [DEBUG]  [586/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_brandtii.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_brandtii.tif.
2016-11-04 19:48:20 [clip_udr_data] [DEBUG]  [586/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:20 [clip_udr_data] [INFO ]  [587/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_capaccinii.tif
2016-11-04 19:48:20 [clip_udr_data] [DEBUG]  [587/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_capaccinii.tif
2016-11-04 19:48:24 [clip_udr_data] [DEBUG]  [587/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:24 [clip_udr_data] [DEBUG]  [587/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_capaccinii.tif.
2016-11-04 19:48:24 [clip_udr_data] [DEBUG]  [587/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_capaccinii.tif.
2016-11-04 19:48:24 [clip_udr_data] [DEBUG]  [587/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_capaccinii.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_capaccinii.tif.
2016-11-04 19:48:24 [clip_udr_data] [DEBUG]  [587/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:24 [clip_udr_data] [INFO ]  [588/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_dasycneme.tif
2016-11-04 19:48:24 [clip_udr_data] [DEBUG]  [588/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_dasycneme.tif
2016-11-04 19:48:28 [clip_udr_data] [DEBUG]  [588/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:28 [clip_udr_data] [DEBUG]  [588/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_dasycneme.tif.
2016-11-04 19:48:28 [clip_udr_data] [DEBUG]  [588/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_dasycneme.tif.
2016-11-04 19:48:28 [clip_udr_data] [DEBUG]  [588/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_dasycneme.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_dasycneme.tif.
2016-11-04 19:48:28 [clip_udr_data] [DEBUG]  [588/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:28 [clip_udr_data] [INFO ]  [589/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_daubentonii.tif
2016-11-04 19:48:28 [clip_udr_data] [DEBUG]  [589/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_daubentonii.tif
2016-11-04 19:48:34 [clip_udr_data] [DEBUG]  [589/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:34 [clip_udr_data] [DEBUG]  [589/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_daubentonii.tif.
2016-11-04 19:48:34 [clip_udr_data] [DEBUG]  [589/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_daubentonii.tif.
2016-11-04 19:48:34 [clip_udr_data] [DEBUG]  [589/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_daubentonii.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_daubentonii.tif.
2016-11-04 19:48:34 [clip_udr_data] [DEBUG]  [589/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:34 [clip_udr_data] [INFO ]  [590/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_emarginatus.tif
2016-11-04 19:48:34 [clip_udr_data] [DEBUG]  [590/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_emarginatus.tif
2016-11-04 19:48:40 [clip_udr_data] [DEBUG]  [590/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:40 [clip_udr_data] [DEBUG]  [590/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_emarginatus.tif.
2016-11-04 19:48:40 [clip_udr_data] [DEBUG]  [590/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_emarginatus.tif.
2016-11-04 19:48:40 [clip_udr_data] [DEBUG]  [590/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_emarginatus.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_emarginatus.tif.
2016-11-04 19:48:40 [clip_udr_data] [DEBUG]  [590/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:40 [clip_udr_data] [INFO ]  [591/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_myotis.tif
2016-11-04 19:48:40 [clip_udr_data] [DEBUG]  [591/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_myotis.tif
2016-11-04 19:48:45 [clip_udr_data] [DEBUG]  [591/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:45 [clip_udr_data] [DEBUG]  [591/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_myotis.tif.
2016-11-04 19:48:45 [clip_udr_data] [DEBUG]  [591/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_myotis.tif.
2016-11-04 19:48:45 [clip_udr_data] [DEBUG]  [591/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_myotis.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_myotis.tif.
2016-11-04 19:48:45 [clip_udr_data] [DEBUG]  [591/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:45 [clip_udr_data] [INFO ]  [592/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_mystacinus.tif
2016-11-04 19:48:45 [clip_udr_data] [DEBUG]  [592/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_mystacinus.tif
2016-11-04 19:48:50 [clip_udr_data] [DEBUG]  [592/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:50 [clip_udr_data] [DEBUG]  [592/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_mystacinus.tif.
2016-11-04 19:48:50 [clip_udr_data] [DEBUG]  [592/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_mystacinus.tif.
2016-11-04 19:48:50 [clip_udr_data] [DEBUG]  [592/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_mystacinus.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_mystacinus.tif.
2016-11-04 19:48:50 [clip_udr_data] [DEBUG]  [592/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:50 [clip_udr_data] [INFO ]  [593/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_nattereri.tif
2016-11-04 19:48:50 [clip_udr_data] [DEBUG]  [593/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_nattereri.tif
2016-11-04 19:48:55 [clip_udr_data] [DEBUG]  [593/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:48:55 [clip_udr_data] [DEBUG]  [593/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_nattereri.tif.
2016-11-04 19:48:55 [clip_udr_data] [DEBUG]  [593/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_nattereri.tif.
2016-11-04 19:48:55 [clip_udr_data] [DEBUG]  [593/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_nattereri.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_nattereri.tif.
2016-11-04 19:48:55 [clip_udr_data] [DEBUG]  [593/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:48:55 [clip_udr_data] [INFO ]  [594/763] Clipping dataset data/external/udr/european_tetrapods/mammals/myotis_punicus.tif
2016-11-04 19:48:55 [clip_udr_data] [DEBUG]  [594/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/myotis_punicus.tif
2016-11-04 19:49:01 [clip_udr_data] [DEBUG]  [594/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:01 [clip_udr_data] [DEBUG]  [594/763] Processing input file data/external/udr/european_tetrapods/mammals/myotis_punicus.tif.
2016-11-04 19:49:01 [clip_udr_data] [DEBUG]  [594/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/myotis_punicus.tif.
2016-11-04 19:49:01 [clip_udr_data] [DEBUG]  [594/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/myotis_punicus.tif to destination data/processed/features/udr/european_tetrapods/mammals/myotis_punicus.tif.
2016-11-04 19:49:01 [clip_udr_data] [DEBUG]  [594/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:01 [clip_udr_data] [INFO ]  [595/763] Clipping dataset data/external/udr/european_tetrapods/mammals/neomys_anomalus.tif
2016-11-04 19:49:01 [clip_udr_data] [DEBUG]  [595/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/neomys_anomalus.tif
2016-11-04 19:49:06 [clip_udr_data] [DEBUG]  [595/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:06 [clip_udr_data] [DEBUG]  [595/763] Processing input file data/external/udr/european_tetrapods/mammals/neomys_anomalus.tif.
2016-11-04 19:49:06 [clip_udr_data] [DEBUG]  [595/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/neomys_anomalus.tif.
2016-11-04 19:49:06 [clip_udr_data] [DEBUG]  [595/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/neomys_anomalus.tif to destination data/processed/features/udr/european_tetrapods/mammals/neomys_anomalus.tif.
2016-11-04 19:49:06 [clip_udr_data] [DEBUG]  [595/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:06 [clip_udr_data] [INFO ]  [596/763] Clipping dataset data/external/udr/european_tetrapods/mammals/neomys_fodiens.tif
2016-11-04 19:49:06 [clip_udr_data] [DEBUG]  [596/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/neomys_fodiens.tif
2016-11-04 19:49:14 [clip_udr_data] [DEBUG]  [596/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:14 [clip_udr_data] [DEBUG]  [596/763] Processing input file data/external/udr/european_tetrapods/mammals/neomys_fodiens.tif.
2016-11-04 19:49:14 [clip_udr_data] [DEBUG]  [596/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/neomys_fodiens.tif.
2016-11-04 19:49:14 [clip_udr_data] [DEBUG]  [596/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/neomys_fodiens.tif to destination data/processed/features/udr/european_tetrapods/mammals/neomys_fodiens.tif.
2016-11-04 19:49:14 [clip_udr_data] [DEBUG]  [596/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:14 [clip_udr_data] [INFO ]  [597/763] Clipping dataset data/external/udr/european_tetrapods/mammals/nyctalus_lasiopterus.tif
2016-11-04 19:49:14 [clip_udr_data] [DEBUG]  [597/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/nyctalus_lasiopterus.tif
2016-11-04 19:49:19 [clip_udr_data] [DEBUG]  [597/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:19 [clip_udr_data] [DEBUG]  [597/763] Processing input file data/external/udr/european_tetrapods/mammals/nyctalus_lasiopterus.tif.
2016-11-04 19:49:19 [clip_udr_data] [DEBUG]  [597/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/nyctalus_lasiopterus.tif.
2016-11-04 19:49:19 [clip_udr_data] [DEBUG]  [597/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/nyctalus_lasiopterus.tif to destination data/processed/features/udr/european_tetrapods/mammals/nyctalus_lasiopterus.tif.
2016-11-04 19:49:19 [clip_udr_data] [DEBUG]  [597/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:19 [clip_udr_data] [INFO ]  [598/763] Clipping dataset data/external/udr/european_tetrapods/mammals/nyctalus_leisleri.tif
2016-11-04 19:49:19 [clip_udr_data] [DEBUG]  [598/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/nyctalus_leisleri.tif
2016-11-04 19:49:24 [clip_udr_data] [DEBUG]  [598/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:24 [clip_udr_data] [DEBUG]  [598/763] Processing input file data/external/udr/european_tetrapods/mammals/nyctalus_leisleri.tif.
2016-11-04 19:49:24 [clip_udr_data] [DEBUG]  [598/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/nyctalus_leisleri.tif.
2016-11-04 19:49:24 [clip_udr_data] [DEBUG]  [598/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/nyctalus_leisleri.tif to destination data/processed/features/udr/european_tetrapods/mammals/nyctalus_leisleri.tif.
2016-11-04 19:49:24 [clip_udr_data] [DEBUG]  [598/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:24 [clip_udr_data] [INFO ]  [599/763] Clipping dataset data/external/udr/european_tetrapods/mammals/nyctalus_noctula.tif
2016-11-04 19:49:24 [clip_udr_data] [DEBUG]  [599/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/nyctalus_noctula.tif
2016-11-04 19:49:29 [clip_udr_data] [DEBUG]  [599/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:29 [clip_udr_data] [DEBUG]  [599/763] Processing input file data/external/udr/european_tetrapods/mammals/nyctalus_noctula.tif.
2016-11-04 19:49:29 [clip_udr_data] [DEBUG]  [599/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/nyctalus_noctula.tif.
2016-11-04 19:49:29 [clip_udr_data] [DEBUG]  [599/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/nyctalus_noctula.tif to destination data/processed/features/udr/european_tetrapods/mammals/nyctalus_noctula.tif.
2016-11-04 19:49:29 [clip_udr_data] [DEBUG]  [599/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:29 [clip_udr_data] [INFO ]  [600/763] Clipping dataset data/external/udr/european_tetrapods/mammals/oryctolagus_cuniculus.tif
2016-11-04 19:49:29 [clip_udr_data] [DEBUG]  [600/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/oryctolagus_cuniculus.tif
2016-11-04 19:49:33 [clip_udr_data] [DEBUG]  [600/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:33 [clip_udr_data] [DEBUG]  [600/763] Processing input file data/external/udr/european_tetrapods/mammals/oryctolagus_cuniculus.tif.
2016-11-04 19:49:33 [clip_udr_data] [DEBUG]  [600/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/oryctolagus_cuniculus.tif.
2016-11-04 19:49:33 [clip_udr_data] [DEBUG]  [600/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/oryctolagus_cuniculus.tif to destination data/processed/features/udr/european_tetrapods/mammals/oryctolagus_cuniculus.tif.
2016-11-04 19:49:33 [clip_udr_data] [DEBUG]  [600/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:33 [clip_udr_data] [INFO ]  [601/763] Clipping dataset data/external/udr/european_tetrapods/mammals/ovis_aries.tif
2016-11-04 19:49:33 [clip_udr_data] [DEBUG]  [601/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/ovis_aries.tif
2016-11-04 19:49:38 [clip_udr_data] [DEBUG]  [601/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:38 [clip_udr_data] [DEBUG]  [601/763] Processing input file data/external/udr/european_tetrapods/mammals/ovis_aries.tif.
2016-11-04 19:49:38 [clip_udr_data] [DEBUG]  [601/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/ovis_aries.tif.
2016-11-04 19:49:38 [clip_udr_data] [DEBUG]  [601/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/ovis_aries.tif to destination data/processed/features/udr/european_tetrapods/mammals/ovis_aries.tif.
2016-11-04 19:49:38 [clip_udr_data] [DEBUG]  [601/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:38 [clip_udr_data] [INFO ]  [602/763] Clipping dataset data/external/udr/european_tetrapods/mammals/pipistrellus_kuhlii.tif
2016-11-04 19:49:38 [clip_udr_data] [DEBUG]  [602/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/pipistrellus_kuhlii.tif
2016-11-04 19:49:43 [clip_udr_data] [DEBUG]  [602/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:43 [clip_udr_data] [DEBUG]  [602/763] Processing input file data/external/udr/european_tetrapods/mammals/pipistrellus_kuhlii.tif.
2016-11-04 19:49:43 [clip_udr_data] [DEBUG]  [602/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/pipistrellus_kuhlii.tif.
2016-11-04 19:49:43 [clip_udr_data] [DEBUG]  [602/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/pipistrellus_kuhlii.tif to destination data/processed/features/udr/european_tetrapods/mammals/pipistrellus_kuhlii.tif.
2016-11-04 19:49:43 [clip_udr_data] [DEBUG]  [602/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:43 [clip_udr_data] [INFO ]  [603/763] Clipping dataset data/external/udr/european_tetrapods/mammals/pipistrellus_nathusii.tif
2016-11-04 19:49:43 [clip_udr_data] [DEBUG]  [603/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/pipistrellus_nathusii.tif
2016-11-04 19:49:48 [clip_udr_data] [DEBUG]  [603/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:48 [clip_udr_data] [DEBUG]  [603/763] Processing input file data/external/udr/european_tetrapods/mammals/pipistrellus_nathusii.tif.
2016-11-04 19:49:48 [clip_udr_data] [DEBUG]  [603/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/pipistrellus_nathusii.tif.
2016-11-04 19:49:48 [clip_udr_data] [DEBUG]  [603/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/pipistrellus_nathusii.tif to destination data/processed/features/udr/european_tetrapods/mammals/pipistrellus_nathusii.tif.
2016-11-04 19:49:48 [clip_udr_data] [DEBUG]  [603/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:48 [clip_udr_data] [INFO ]  [604/763] Clipping dataset data/external/udr/european_tetrapods/mammals/pipistrellus_pipistrellus.tif
2016-11-04 19:49:48 [clip_udr_data] [DEBUG]  [604/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/pipistrellus_pipistrellus.tif
2016-11-04 19:49:53 [clip_udr_data] [DEBUG]  [604/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:53 [clip_udr_data] [DEBUG]  [604/763] Processing input file data/external/udr/european_tetrapods/mammals/pipistrellus_pipistrellus.tif.
2016-11-04 19:49:53 [clip_udr_data] [DEBUG]  [604/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/pipistrellus_pipistrellus.tif.
2016-11-04 19:49:53 [clip_udr_data] [DEBUG]  [604/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/pipistrellus_pipistrellus.tif to destination data/processed/features/udr/european_tetrapods/mammals/pipistrellus_pipistrellus.tif.
2016-11-04 19:49:53 [clip_udr_data] [DEBUG]  [604/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:53 [clip_udr_data] [INFO ]  [605/763] Clipping dataset data/external/udr/european_tetrapods/mammals/pipistrellus_pygmaeus.tif
2016-11-04 19:49:53 [clip_udr_data] [DEBUG]  [605/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/pipistrellus_pygmaeus.tif
2016-11-04 19:49:57 [clip_udr_data] [DEBUG]  [605/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:49:57 [clip_udr_data] [DEBUG]  [605/763] Processing input file data/external/udr/european_tetrapods/mammals/pipistrellus_pygmaeus.tif.
2016-11-04 19:49:57 [clip_udr_data] [DEBUG]  [605/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/pipistrellus_pygmaeus.tif.
2016-11-04 19:49:57 [clip_udr_data] [DEBUG]  [605/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/pipistrellus_pygmaeus.tif to destination data/processed/features/udr/european_tetrapods/mammals/pipistrellus_pygmaeus.tif.
2016-11-04 19:49:57 [clip_udr_data] [DEBUG]  [605/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:49:57 [clip_udr_data] [INFO ]  [606/763] Clipping dataset data/external/udr/european_tetrapods/mammals/pipistrellus_savii.tif
2016-11-04 19:49:57 [clip_udr_data] [DEBUG]  [606/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/pipistrellus_savii.tif
2016-11-04 19:50:04 [clip_udr_data] [DEBUG]  [606/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:04 [clip_udr_data] [DEBUG]  [606/763] Processing input file data/external/udr/european_tetrapods/mammals/pipistrellus_savii.tif.
2016-11-04 19:50:04 [clip_udr_data] [DEBUG]  [606/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/pipistrellus_savii.tif.
2016-11-04 19:50:04 [clip_udr_data] [DEBUG]  [606/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/pipistrellus_savii.tif to destination data/processed/features/udr/european_tetrapods/mammals/pipistrellus_savii.tif.
2016-11-04 19:50:04 [clip_udr_data] [DEBUG]  [606/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:04 [clip_udr_data] [INFO ]  [607/763] Clipping dataset data/external/udr/european_tetrapods/mammals/plecotus_auritus.tif
2016-11-04 19:50:04 [clip_udr_data] [DEBUG]  [607/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/plecotus_auritus.tif
2016-11-04 19:50:10 [clip_udr_data] [DEBUG]  [607/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:10 [clip_udr_data] [DEBUG]  [607/763] Processing input file data/external/udr/european_tetrapods/mammals/plecotus_auritus.tif.
2016-11-04 19:50:10 [clip_udr_data] [DEBUG]  [607/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/plecotus_auritus.tif.
2016-11-04 19:50:10 [clip_udr_data] [DEBUG]  [607/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/plecotus_auritus.tif to destination data/processed/features/udr/european_tetrapods/mammals/plecotus_auritus.tif.
2016-11-04 19:50:10 [clip_udr_data] [DEBUG]  [607/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:10 [clip_udr_data] [INFO ]  [608/763] Clipping dataset data/external/udr/european_tetrapods/mammals/plecotus_austriacus.tif
